"","1","2","3","4","5","6","7","8","9"
"goosen encoding",1,0,0,0,0,0,0,0,0
"government believes",0,0,0,0,0,0,0,0,1
"gps running",1,0,0,0,0,0,0,0,0
"gradually awareness",0,0,0,0,0,0,0,0,1
"gradually increased",0,0,0,0,0,1,0,0,0
"gradually revealed",0,1,0,0,0,0,0,0,0
"graduate keen",0,0,0,0,0,0,0,0,1
"grammar support",1,0,0,0,0,0,0,0,0
"grammatically accurate",0,0,0,0,0,0,0,0,1
"granddaughter's verbal",0,0,0,0,1,0,0,0,0
"granddaughter essentially",0,0,0,0,0,1,0,0,0
"grandson picking",0,0,0,0,1,0,0,0,0
"gratitude sounds",0,0,0,0,0,0,0,0,1
"greet family",0,0,0,0,1,0,0,0,0
"grid 6x8",0,0,0,0,0,1,0,0,0
"grid icons",0,0,0,0,0,1,0,0,0
"grid keyboard",0,1,0,0,0,0,0,0,0
"grid layout",0,0,0,1,0,0,0,0,0
"grid program",0,0,0,0,0,0,0,0,1
"grid size",0,0,0,0,0,1,0,0,0
"grid sizes",0,1,0,0,0,0,0,0,0
"grieving loss",0,0,0,0,0,0,0,0,1
"ground similar",0,0,0,0,0,1,0,0,0
"grounded theory",0,0,0,0,0,0,0,0,1
"grow person",0,1,0,0,0,0,0,0,0
"grow single",0,1,0,0,0,0,0,0,0
"grow studies",0,1,0,0,0,0,0,0,0
"grown cared",0,0,0,0,0,0,0,0,1
"grown helped",0,0,0,0,0,1,0,0,0
"guidance experts",0,0,1,0,0,0,0,0,0
"guide process",0,0,0,0,1,0,0,0,0
"guys i’m",0,0,0,0,0,0,0,0,1
"guys pioneers",0,0,0,0,1,0,0,0,0
"guys revolutionizing",0,0,0,0,1,0,0,0,0
"hand assistiveware",0,1,0,0,0,0,0,0,0
"hand hopeful",0,0,0,0,0,0,1,0,0
"handle length",0,0,0,0,0,1,0,0,0
"handling extras",0,0,0,0,0,0,1,0,0
"hands trial",0,0,0,0,0,0,0,0,1
"hang we’re",0,0,0,0,0,1,0,0,0
"happen finally",0,0,0,0,0,1,0,0,0
"happen remember",0,0,0,0,0,0,0,0,1
"happened joan",0,0,0,0,0,0,0,0,1
"happened shocked",0,0,0,0,0,0,0,0,1
"happening lived",0,0,0,0,0,0,0,0,1
"happy exists",0,0,0,0,0,1,0,0,0
"happy healthy",0,0,0,0,0,0,0,0,1
"happy jolly",0,0,0,0,0,0,0,0,1
"happy online",0,1,0,0,0,0,0,0,0
"happy setting",0,0,0,0,1,0,0,0,0
"hard copy",1,0,0,0,0,0,0,0,0
"hard time",0,0,0,0,0,0,1,0,1
"harsh words",0,0,0,0,0,0,0,0,1
"hashtags multidimensional",0,0,0,0,0,0,0,0,1
"hate importing",0,0,0,0,1,0,0,0,0
"hd featured",0,0,0,1,0,0,0,0,0
"heading kindergarten",0,0,0,0,0,1,0,0,0
"heads met",0,0,0,0,0,0,0,0,1
"healthcare plans",0,0,0,0,0,0,0,0,1
"healthy boy",0,0,0,0,0,0,0,0,1
"hear sound",0,0,0,0,1,0,0,0,0
"hear student",0,0,0,0,0,0,1,0,0
"heard issues",0,0,0,0,0,0,0,0,1
"heard respected",0,0,0,0,0,0,0,0,1
"hearing listening",0,0,0,0,0,0,0,0,1
"hearing people",0,0,0,0,0,1,0,0,0
"hearing visual",1,0,0,0,0,0,0,0,0
"heated argument",0,0,0,0,0,0,0,0,1
"heavy fog",0,0,0,0,0,0,0,0,1
"heavy slow",0,0,0,0,0,1,0,0,0
"hebrew bi",1,0,0,0,0,0,0,0,0
"held paraeducator",0,0,0,0,1,0,0,0,0
"helped challenge",0,0,0,0,0,0,0,0,1
"helped clients",0,0,0,0,1,0,0,0,0
"helped communicate",0,0,0,0,0,1,0,0,0
"helped constant",0,0,0,0,0,0,0,0,1
"helped figure",0,0,0,0,0,1,0,0,0
"helped son",0,0,0,0,0,1,0,0,0
"helped speech",0,0,0,0,0,1,0,0,0
"helpful modifying",0,0,0,0,0,1,0,0,0
"helpful preparing",0,0,0,0,0,1,0,0,0
"helpful visual",0,0,0,0,0,0,1,0,0
"helpfully workspace",0,0,0,0,1,0,0,0,0
"helping hand",0,1,0,0,0,0,0,0,0
"helping loved",0,0,0,0,0,1,0,0,0
"helping silence",0,0,1,0,0,0,0,0,0
"helping users",0,1,0,0,0,0,0,0,0
"helps accurate",0,0,0,0,0,0,0,0,1
"helps control",0,0,0,0,0,0,0,0,1
"helps educating",0,0,0,0,0,0,0,0,1
"helps individuals",0,0,0,0,0,0,0,0,1
"helps reduce",0,0,0,0,0,0,0,1,0
"helps responsible",0,0,0,0,0,0,0,0,1
"helps son",0,0,0,0,0,1,0,0,0
"here’s benefits",0,0,0,0,0,0,0,0,1
"hidden plain",0,0,0,0,0,0,0,0,1
"hide buttons",0,0,0,0,0,0,0,0,1
"hierarchy import",0,0,0,0,1,0,0,0,0
"hierarchy language",0,0,0,0,1,0,0,0,0
"highly dependent",0,0,0,0,0,0,0,0,1
"highly recommend",0,0,0,0,1,4,0,0,0
"highly responsive",0,0,0,0,1,0,0,0,0
"highly special",0,0,0,0,1,0,0,0,0
"hit home",0,0,0,0,0,0,0,1,0
"hit save",0,0,0,0,0,0,1,0,0
"hit speak",0,0,0,0,0,0,0,1,0
"hit spend",0,0,0,0,0,0,0,0,1
"home button",0,0,0,0,0,0,0,2,0
"home care",0,0,0,0,1,0,0,0,0
"home comfortable",0,0,0,0,0,0,0,0,1
"home community",0,0,0,0,1,0,0,0,0
"home express",0,0,0,0,0,0,0,0,1
"home father",0,0,0,0,0,0,0,0,1
"home managed",0,0,0,0,0,0,0,0,1
"home mother",0,0,0,0,0,0,0,0,1
"home page",0,0,0,0,0,0,0,1,0
"home recommended",0,0,0,0,0,1,0,0,0
"home school",0,0,1,0,1,0,0,0,0
"home thinking",0,0,0,0,0,0,0,0,1
"home week",0,0,0,0,0,0,0,0,1
"home words",0,0,0,0,0,0,0,0,1
"homework talk",0,0,0,0,1,0,0,0,0
"honestly safe",0,0,0,0,0,0,0,0,1
"honors graduate",0,0,0,0,0,0,0,0,1
"hope forward",0,0,0,0,0,0,0,0,1
"hoped reality",0,0,0,0,0,0,0,0,1
"hopeful huge",0,0,0,0,0,0,1,0,0
"hopes college",0,0,0,0,0,0,1,0,0
"hopes teaching",0,0,0,0,0,0,0,0,1
"hospital desperately",0,0,0,0,0,0,0,0,1
"hours combined",0,0,0,0,0,0,0,0,1
"hours comfortable",0,0,0,0,1,0,0,0,0
"hours developing",0,0,0,0,1,0,0,0,0
"hours passed",0,0,0,0,0,0,0,0,1
"houston singing",0,0,0,0,0,0,0,0,1
"https itunesu",1,0,0,0,0,0,0,0,0
"huge assistive",0,0,1,0,0,0,0,0,0
"huge difference",0,0,1,0,0,0,0,0,0
"huge fill",0,0,0,0,1,0,0,0,0
"huge relief",0,0,0,0,0,0,1,0,0
"human connection",0,0,0,0,0,0,0,0,1
"human enabling",0,0,0,0,0,0,0,0,1
"human rights",0,0,0,0,0,0,0,0,1
"human voice",1,0,0,0,0,0,0,0,0
"humour memes",0,0,0,0,0,0,0,0,1
"hungry pain",0,0,0,0,0,0,0,0,1
"hurt sadness",0,0,0,0,0,0,0,0,1
"hurts eyes",0,0,0,0,0,1,0,0,0
"husband son",0,0,0,0,0,0,0,0,1
"i’m add",0,0,0,0,0,1,0,0,0
"i’m mom",0,0,0,0,0,0,0,0,1
"i’m wondering",0,0,0,0,0,0,0,0,1
"i’ve added",0,0,0,0,0,1,0,0,0
"i’ve news",0,0,0,0,0,1,0,0,0
"i’ve suggested",0,0,0,0,0,0,0,0,1
"i’ve voices",0,0,0,0,0,1,0,0,0
"icloud lose",0,0,0,0,0,0,1,0,0
"icon locations",0,0,0,0,0,0,0,1,0
"icons cognitively",0,0,0,0,0,1,0,0,0
"icons icons8",0,0,1,0,0,0,0,0,0
"icons it’s",0,0,0,0,0,1,0,0,0
"icons love",0,0,0,0,0,1,0,0,0
"icons recorded",0,0,0,0,1,0,0,0,0
"icons8 digital",0,0,1,0,0,0,0,0,0
"idea core",0,0,0,0,0,0,0,0,1
"idea features",0,0,0,0,1,0,0,0,0
"idea martin",0,0,0,0,0,0,0,0,1
"idea students",0,0,0,0,1,0,0,0,0
"ideas luck",0,0,0,0,1,0,0,0,0
"iep goals",0,0,0,0,1,0,0,0,0
"image logo",0,0,0,0,0,0,0,1,0
"image photo",0,0,0,1,0,0,0,0,0
"image silent",0,0,0,0,0,0,0,0,1
"image video",0,0,0,0,1,0,0,0,0
"images device",1,0,0,0,0,0,0,0,0
"images i’ve",0,0,0,0,0,1,0,0,0
"images nice",0,0,0,0,1,0,0,0,0
"images photographs",1,0,0,0,0,0,0,0,0
"images scanning",1,0,0,0,0,0,0,0,0
"images type",0,2,0,0,0,0,0,0,0
"images video",1,0,0,0,0,0,0,0,0
"imagine customer",0,0,0,0,1,0,0,0,0
"imagine unable",0,0,0,0,0,0,0,0,1
"imagine words",0,0,0,0,0,0,0,0,1
"immediately free",0,0,0,0,1,0,0,0,0
"impacts social",0,0,0,0,0,0,0,0,1
"impair communication",1,0,0,0,0,0,0,0,0
"impairment physical",1,0,0,0,0,0,0,0,0
"impairments autism",1,0,0,0,0,0,0,0,0
"impairments offers",0,1,0,0,0,0,0,0,0
"implement students",0,0,0,0,0,0,1,0,0
"implented support",0,0,0,0,1,0,0,0,0
"implimentation ideas",0,0,0,0,1,0,0,0,0
"import pictures",0,0,0,0,1,0,0,0,0
"importance giving",0,0,0,0,1,0,0,0,0
"imported exported",0,0,0,1,0,0,0,0,0
"importing photos",0,0,0,0,1,0,0,0,0
"impossible abandon",0,0,0,0,0,0,0,0,1
"impossible power",0,0,0,0,0,0,0,0,1
"impressed extreme",0,0,0,0,0,0,1,0,0
"improve quick",0,0,1,0,0,0,0,0,0
"improve social",0,0,0,0,0,0,0,0,1
"improvement autistic",0,0,0,0,0,0,1,0,0
"improvement email",0,0,1,0,0,0,0,0,0
"inanimate object",0,0,0,0,0,0,0,0,1
"inappropriate worry",0,0,0,0,0,0,0,0,1
"incentivizes compatibility",0,0,0,0,0,0,0,0,1
"inclined friends",0,0,0,0,0,0,0,0,1
"include 30",1,0,0,0,0,0,0,0,0
"include button",0,0,0,1,0,0,0,0,0
"include cancel",0,0,0,0,0,0,1,0,0
"include feel",0,0,0,0,0,0,0,0,1
"included 100",1,0,0,0,0,0,0,0,0
"included communication",0,0,0,0,0,0,0,0,1
"included crucial",0,0,0,0,0,1,0,0,0
"included customizing",0,0,0,1,0,0,0,0,0
"included downloadable",0,1,0,0,0,0,0,0,0
"included vocabpc",0,0,0,1,0,0,0,0,0
"includes activities",0,1,0,0,0,0,0,0,0
"includes features",0,0,0,1,0,0,0,0,0
"includes grid",0,1,0,0,0,0,0,0,0
"includes smarty",0,0,1,0,0,0,0,0,0
"includes typing",0,1,0,0,0,0,0,0,0
"including add",0,0,0,0,0,0,0,0,1
"including added",0,0,0,0,1,0,0,0,0
"including auditory",1,0,0,0,0,0,0,0,0
"including choice",0,0,0,0,1,0,0,0,0
"including english",1,0,0,0,0,0,0,0,0
"including human",1,0,0,0,0,0,0,0,0
"including limited",0,0,0,0,0,0,0,0,1
"including real",0,1,0,0,0,0,0,0,0
"including wordpower",0,0,0,1,0,0,0,0,0
"inclusion circle",0,0,0,0,0,0,1,0,0
"inclusion examine",0,0,0,0,0,0,0,0,1
"inclusion recognized",0,0,0,0,0,0,0,0,1
"incorrect answer",0,0,0,0,1,0,0,0,0
"increase opportunities",0,0,0,0,0,0,0,0,1
"increased accessibility",0,0,0,0,0,0,0,0,1
"increased degree",0,0,0,0,0,1,0,0,0
"increased due",0,0,0,0,0,0,0,0,1
"increased grid",0,0,0,0,0,1,0,0,0
"increased opportunities",0,0,0,0,0,0,0,0,1
"increased social",0,0,0,0,0,0,0,0,1
"increases understanding",0,0,0,0,0,0,0,0,1
"incredibly easily",0,0,0,0,1,0,0,0,0
"incredibly frustrating",0,0,0,0,0,0,0,1,0
"independence communication",0,0,0,0,0,1,0,0,1
"independence people",0,0,0,0,0,0,0,0,1
"independent community",0,0,0,0,1,0,0,0,0
"independent level",0,0,0,0,1,0,0,0,0
"independently consistently",0,0,0,0,0,0,0,0,1
"independently physical",0,0,0,0,1,0,0,0,0
"independently students",0,0,0,0,0,0,2,0,0
"individual ability",0,0,0,1,0,0,0,0,0
"individual expression",0,0,0,0,0,0,0,0,1
"individualized client",0,0,0,0,1,0,0,0,0
"individuals autism",0,0,1,1,0,0,0,0,0
"individuals communication",0,0,0,1,0,0,0,0,1
"individuals complex",0,0,0,0,0,0,0,0,1
"individuals devices",0,0,1,0,0,0,0,0,0
"individuals difficulty",0,0,0,1,0,0,0,0,0
"individuals disabilities",0,0,0,0,1,0,0,0,0
"individuals exposed",0,0,0,0,0,0,0,0,1
"individuals foster",0,0,0,0,0,0,0,0,1
"individuals opportunity",0,0,0,0,0,0,0,0,1
"individuals physical",0,0,0,0,0,0,0,0,1
"individuals verbal",0,0,1,0,0,0,0,0,0
"inexpensive option",0,0,0,0,1,0,0,0,0
"infantile line",0,0,0,0,1,0,0,0,0
"infection doctors",0,0,0,0,0,0,0,0,1
"inflection ta",0,0,0,0,0,0,0,0,1
"info 42",0,0,0,0,0,0,0,0,1
"info added",0,0,0,0,0,0,1,0,0
"info created",0,0,0,0,0,0,1,0,0
"info page",0,0,0,0,0,0,1,0,0
"informal forgiving",0,0,0,0,0,0,0,0,1
"information accessing",0,0,0,0,0,0,1,0,0
"information age",0,0,0,0,1,0,0,0,0
"information faster",0,0,0,0,0,0,1,0,0
"information independently",0,0,0,0,0,0,1,0,0
"information logged",0,0,0,0,1,0,0,0,0
"information quick",0,0,0,0,0,0,1,0,0
"information unable",0,0,0,0,1,0,0,0,0
"information workspace",1,0,0,0,0,0,0,0,0
"infrared eye",0,0,0,0,1,0,0,0,0
"inhibited interacting",0,0,0,0,0,0,0,0,1
"initial deleted",0,0,0,0,0,0,0,0,1
"initial learning",0,0,0,0,1,0,0,0,0
"initiating communication",0,0,0,0,0,0,0,1,0
"inman slp",0,0,0,0,0,0,0,0,1
"innovative features",1,0,0,0,0,0,0,0,0
"inquire videos",0,0,0,0,0,0,0,0,1
"inside body",0,0,0,0,0,0,0,0,1
"inside resigned",0,0,0,0,0,0,0,0,1
"inside totally",0,0,0,0,0,0,0,0,1
"insight benefits",0,0,0,0,0,0,0,0,1
"instagram conversations",0,0,0,0,0,0,0,0,1
"instagram story",0,0,0,0,0,0,0,0,1
"instagram twitter",0,0,0,0,0,0,0,0,1
"installed granddaughter's",0,0,0,0,1,0,0,0,0
"instantly appeared",0,0,0,0,1,0,0,0,0
"instantly pull",0,0,0,0,1,0,0,0,0
"instantly shared",0,0,0,0,0,0,0,0,1
"instructions installed",0,0,0,0,1,0,0,0,0
"instructions trial",0,0,0,0,1,0,0,0,0
"insurance cover",0,0,0,0,0,1,0,0,0
"integral lives",0,0,0,0,0,0,0,0,1
"integrate pages",1,0,0,0,0,0,0,0,0
"integrate pandora",1,0,0,0,0,0,0,0,0
"integration mainstream",0,0,0,0,0,0,0,0,1
"intellectual communication",0,0,0,0,1,0,0,0,0
"intelligence month",0,0,0,0,0,0,0,0,1
"intelligently synchronized",0,0,0,0,1,0,0,0,0
"interact curriculum",0,0,0,0,1,0,0,0,0
"interacting support",0,0,0,0,0,0,0,0,1
"interaction difficult",0,0,0,0,0,0,0,0,1
"interactions social",0,0,0,0,0,0,0,0,1
"interface customization",1,0,0,0,0,0,0,0,0
"interface layed",0,0,0,0,1,0,0,0,0
"intermediate expansive",0,0,0,0,0,1,0,0,0
"internet access",1,0,0,0,0,0,0,0,0
"internet dad",0,0,0,0,1,0,0,0,0
"internet don’t",0,0,0,0,0,0,0,0,1
"internet online",0,0,0,0,0,0,0,0,1
"internet searches",0,0,0,0,1,0,0,0,0
"interpreter giving",0,0,0,0,0,1,0,0,0
"interrupt function",0,0,0,0,0,0,0,1,0
"interrupt word",0,0,0,0,0,0,0,1,0
"interview based",0,0,0,0,0,0,0,0,1
"intricate fantasies",0,0,0,0,0,0,0,0,1
"intuition attention",0,0,0,0,0,0,0,0,1
"intuitive helps",0,0,0,0,0,0,0,1,0
"intuitive people",0,0,0,0,1,0,0,0,0
"intuitive single",0,0,0,0,0,0,0,1,0
"investing bit",0,0,0,0,1,0,0,0,0
"invisible observer",0,0,0,0,0,0,0,0,1
"involved collaborate",0,0,0,0,0,0,0,0,1
"involved recommend",0,0,0,0,0,0,0,0,1
"ipa symbol",0,0,0,0,0,0,0,0,1
"ipads classroom",0,0,0,0,1,0,0,0,0
"ironic created",0,0,0,0,1,0,0,0,0
"ishare store",0,0,0,1,0,0,0,0,0
"isolation social",0,0,0,0,0,0,0,0,1
"issue swiftly",0,0,0,0,2,0,0,0,0
"issue swipe",0,0,0,0,0,1,0,0,0
"issues individuals",0,0,0,0,0,0,0,0,1
"issues matter",0,0,0,0,0,0,0,0,1
"it’s double",0,0,0,0,0,1,0,0,0
"it’s fine",0,0,0,0,0,1,0,0,0
"it’s intuitive",0,0,0,0,0,0,0,1,0
"it’s layout",0,0,0,0,0,1,0,0,0
"it’s talk",0,0,0,0,0,0,0,1,0
"it’s teletherapy",0,0,0,0,0,0,0,0,1
"it’s versatile",0,0,0,0,0,1,0,0,0
"item pick",0,0,0,0,0,1,0,0,0
"items added",0,0,0,0,0,0,0,0,1
"items clipart",0,0,0,0,1,0,0,0,0
"items cognitive",0,0,0,0,0,0,0,0,1
"items i’ve",0,0,0,0,0,1,0,0,0
"items request",0,0,0,0,0,0,0,0,1
"items sentences",0,0,0,0,0,0,0,0,1
"itouch minutes",1,0,0,0,0,0,0,0,0
"itunesu enroll",1,0,0,0,0,0,0,0,0
"joan amazing",0,0,0,0,0,0,0,0,1
"joan happened",0,0,0,0,0,0,0,0,1
"joan helped",0,0,0,0,0,0,0,0,1
"joan words",0,0,0,0,0,0,0,0,1
"job computing",0,0,0,0,0,0,0,0,1
"job photocopies",0,0,0,0,0,0,0,0,1
"jolly absolutely",0,0,0,0,0,0,0,0,1
"juice water",0,0,0,0,0,0,0,0,1
"jumped love",0,0,0,0,1,0,0,0,0
"jumps food",0,0,0,0,0,0,0,1,0
"jumps pages",0,0,0,0,0,0,0,1,0
"june 2016",0,0,0,0,1,0,0,0,0
"keen amateur",0,0,0,0,0,0,0,0,1
"keen social",0,0,0,0,0,0,0,0,1
"keeping choose",0,0,0,1,0,0,0,0,0
"keeping friends",0,0,0,0,0,0,0,0,1
"keeping simplicity",0,0,1,0,0,0,0,0,0
"kevin revolutionizes",0,0,0,0,1,0,0,0,0
"key quick",0,0,1,0,0,0,0,0,0
"key social",0,0,0,0,0,0,0,0,1
"keyboard arranged",0,1,0,0,0,0,0,0,0
"keyboard spend",0,0,0,0,0,0,0,0,1
"keyboard symbols",0,0,0,0,0,0,0,0,1
"keyboard word",0,1,0,0,0,0,0,0,0
"keyboards users",1,0,0,0,0,0,0,0,0
"keys detract",0,0,0,0,0,0,0,0,1
"keyword search",0,0,0,0,1,0,0,0,0
"kicks completely",0,0,0,0,0,0,1,0,0
"kid call",0,0,0,0,0,0,0,0,1
"kids adults",0,0,0,0,0,1,0,0,0
"kids families",1,0,0,0,0,0,0,0,0
"kindergarten 14",0,0,0,0,0,1,0,0,0
"kleinfelter syndrome",0,0,0,0,0,1,0,0,0
"knitting gradually",0,0,0,0,0,0,0,0,1
"knowing happen",0,0,0,0,0,0,0,0,1
"kojak dog",0,0,0,0,0,0,0,0,1
"label caption",0,0,0,0,0,0,1,0,0
"lack accessibility",0,0,0,0,0,0,0,0,1
"lack awareness",0,0,0,0,0,0,0,0,1
"lack functional",0,0,0,0,0,0,0,0,1
"lack personal",0,0,0,0,0,0,0,0,1
"lack picture",0,0,0,0,0,0,0,1,0
"lack training",0,0,0,0,0,0,0,0,1
"laid strapped",0,0,0,0,0,0,0,0,1
"lamp language",0,0,0,0,0,0,0,0,1
"language acquisition",0,0,0,0,0,0,0,0,1
"language act",0,0,0,0,0,0,0,0,1
"language development",0,1,0,0,0,0,0,0,0
"language difficulties",0,0,0,0,0,0,0,0,2
"language pathologist",0,0,1,0,0,0,1,0,0
"language region",0,1,0,0,0,0,0,0,0
"language skills",0,2,0,0,0,0,0,0,1
"language starts",0,0,0,0,1,0,0,0,0
"language words",0,1,0,0,0,0,0,0,0
"languages choose",0,0,1,0,0,0,0,0,0
"languages fly",0,1,0,0,0,0,0,0,0
"languages including",1,0,0,0,0,0,0,0,0
"languages simultaneously",1,0,0,0,0,0,0,0,0
"languages time",0,1,0,0,0,0,0,0,0
"larger study",0,0,0,0,0,0,0,0,1
"layed customizations",0,0,0,0,1,0,0,0,0
"layers conversation",0,0,0,0,1,0,0,0,0
"layout awesome",0,0,0,0,0,1,0,0,0
"layout buttons",0,0,0,1,0,0,0,0,0
"layout consistent",0,0,0,0,0,0,0,1,0
"layout main",0,0,0,0,0,0,0,1,0
"layout mimics",0,0,0,0,0,0,0,1,0
"layout quick",0,0,0,0,0,0,1,0,0
"lcd projector",0,0,0,0,1,0,0,0,0
"lcd screen",0,0,0,0,1,0,0,0,0
"learn agree",0,0,0,0,0,0,0,0,1
"learn changing",0,0,0,0,0,0,0,0,1
"learn child",0,0,0,0,0,0,0,0,1
"learn customize",0,0,0,0,1,0,0,0,0
"learn grow",0,1,0,0,0,0,0,0,0
"learn location",0,0,0,0,0,0,0,0,1
"learn music",0,0,0,0,1,0,0,0,0
"learn pretty",0,0,0,0,1,0,0,0,0
"learn program",0,0,0,0,0,0,1,0,0
"learn section",0,1,0,0,0,0,0,0,0
"learn words",0,1,0,0,0,0,0,0,0
"learned communicate",0,0,0,0,0,0,0,0,1
"learned shadows",0,0,0,0,0,0,0,0,1
"learned time",0,0,0,0,0,0,0,0,1
"learners communication",0,0,0,0,0,0,0,0,1
"learners keen",0,0,0,0,0,0,0,0,1
"learners keyboard",0,0,0,0,0,0,0,0,1
"learners learn",0,0,0,0,1,0,0,0,0
"learners toddler",0,0,0,0,0,1,0,0,0
"learning communicate",0,0,0,0,0,1,0,0,0
"learning curve",0,0,0,0,2,0,0,0,0
"learning easy",0,0,0,0,2,0,0,0,0
"learning type",0,1,0,0,0,0,0,0,0
"learns expand",0,0,0,0,0,0,0,0,1
"learns favorite",0,0,1,0,0,0,0,0,0
"left car",0,0,0,0,0,0,0,0,1
"left included",0,0,0,0,0,1,0,0,0
"lego blocks",0,0,0,0,0,0,0,0,1
"leisure activity",0,0,0,0,0,1,0,0,0
"length straps",0,0,0,0,0,1,0,0,0
"letters feature",0,0,0,1,0,0,0,0,0
"letters keyboard",0,0,0,0,0,0,0,0,1
"letting register",0,0,0,0,0,0,0,0,1
"level ipads",0,0,0,0,1,0,0,0,0
"level low",0,0,0,0,0,0,0,0,1
"level robust",0,0,0,0,0,0,0,1,0
"level slow",0,0,0,0,1,0,0,0,0
"level supported",0,0,0,0,1,0,0,0,0
"level telling",0,0,0,0,0,0,0,0,1
"levels finally",0,1,0,0,0,0,0,0,0
"levels types",0,0,0,0,0,0,0,1,0
"levels user",0,0,0,0,0,0,0,1,0
"liberates communication",0,0,0,0,0,1,0,0,0
"liberating struggled",0,0,0,0,0,0,0,0,1
"libraries boards",1,0,0,0,0,0,0,0,0
"libraries variable",1,0,0,0,0,0,0,0,0
"library 11",0,0,1,0,0,0,0,0,0
"library 25",0,1,0,0,0,0,0,0,0
"library pictures",0,0,0,0,0,1,0,0,0
"library plus.i",0,0,0,0,1,0,0,0,0
"library share",1,0,0,0,0,0,0,0,0
"library users",0,1,0,0,0,0,0,0,0
"library video",0,0,0,1,0,0,0,0,0
"licensed speech",0,0,1,0,0,0,0,0,0
"life aware",0,0,0,0,0,0,0,0,1
"life changer",0,0,0,0,0,1,0,0,0
"life changing",0,0,0,0,0,1,0,0,0
"life decided",0,0,0,0,0,0,0,0,1
"life engagement",0,0,0,0,0,0,0,0,1
"life locked",0,0,0,0,0,0,0,0,1
"life met",0,0,0,0,0,0,0,0,1
"life multiple",1,0,0,0,0,0,0,0,0
"life normal",0,0,0,0,0,0,0,0,1
"life people's",0,0,0,0,0,0,0,0,1
"life remember",0,0,0,0,0,0,0,0,1
"life skill",0,0,0,0,0,0,1,0,0
"life undergo",0,0,0,0,0,1,0,0,0
"life washed",0,0,0,0,0,0,0,0,1
"light pressed",0,0,0,0,1,0,0,0,0
"light shining",0,0,0,0,0,0,0,0,1
"lighting background",0,0,0,0,1,0,0,0,0
"lightning quick",0,0,0,0,1,0,0,0,0
"likes foods",0,0,0,0,0,1,0,0,0
"liking 1",0,0,0,0,1,0,0,0,0
"limit language",0,1,0,0,0,0,0,0,0
"limit speaking",0,0,0,0,0,0,0,0,1
"limitations glitches",0,0,0,0,0,0,1,0,0
"limitations including",1,0,0,0,0,0,0,0,0
"limited buttons",0,0,0,0,0,0,0,0,1
"limited facebook",0,0,0,0,0,0,0,0,1
"limited specific",0,0,0,0,0,0,0,0,1
"limited tiny",0,0,0,0,1,0,0,0,0
"limited verbal",0,0,0,0,0,0,0,1,0
"limiting buttons",0,0,0,0,0,0,0,0,1
"line drawings",0,0,0,0,2,0,0,0,0
"line expected",0,0,0,0,0,0,0,0,1
"line previews",1,0,0,0,0,0,0,0,0
"lingual support",1,0,0,0,0,0,0,0,0
"link pages",1,0,0,0,0,0,0,0,0
"linked pages",0,0,0,1,0,0,0,0,0
"listen communicate",0,0,0,0,0,0,0,0,1
"listen line",0,0,0,0,0,0,0,0,1
"listen message",0,0,0,0,0,0,0,1,0
"listen users",0,0,0,0,1,0,0,0,0
"listened autistic",0,0,0,0,0,1,0,0,0
"listening brings",0,0,0,0,0,0,0,0,1
"listening whitney",0,0,0,0,0,0,0,0,1
"listening world",0,0,0,0,0,0,0,0,1
"listens speak",0,0,0,0,0,1,0,0,0
"listens users",0,0,0,0,1,0,0,0,0
"lists customize",1,0,0,0,0,0,0,0,0
"lists quick",1,0,0,0,0,0,0,0,0
"lite speech",0,0,0,0,1,0,0,0,0
"lite version",0,0,0,0,1,0,0,0,0
"literacy language",0,0,0,0,0,0,0,0,1
"lived fear",0,0,0,0,0,0,0,0,1
"lived terror",0,0,0,0,0,0,0,0,1
"lives benefits",0,0,0,0,0,0,0,0,1
"lives committed",0,0,1,0,0,0,0,0,0
"lives consumed",0,0,0,0,0,0,0,0,1
"lives enrich",0,0,0,0,0,0,0,0,1
"lives quick",0,0,1,0,0,0,0,0,0
"llc moms",1,0,0,0,0,0,0,0,0
"load device",0,0,0,0,0,0,0,0,1
"loaded picking",0,0,0,0,0,1,0,0,0
"locate tap",0,0,0,0,1,0,0,0,0
"location buttons",0,0,0,1,0,0,0,0,1
"location communication",0,1,0,0,0,0,0,0,0
"location reminders",1,0,0,0,0,0,0,0,0
"location styling",0,0,0,1,0,0,0,0,0
"locations easy",0,1,0,0,0,0,0,0,0
"locations programming",0,0,0,0,0,0,0,1,0
"locations repeat",1,0,0,0,0,0,0,0,0
"locked inside",0,0,0,0,0,0,0,0,1
"log instantly",0,0,0,0,1,0,0,0,0
"logged mobile",0,0,0,0,1,0,0,0,0
"logging geo",1,0,0,0,0,0,0,0,0
"logo device’s",0,0,0,0,0,0,0,1,0
"logo it’s",0,0,0,0,0,0,0,1,0
"longed share",0,0,0,0,0,0,0,0,1
"looked alternative",0,0,0,0,1,0,0,0,0
"looked smiled",0,0,0,0,0,0,0,0,1
"loop quickly",0,0,0,0,1,0,0,0,0
"loose highly",0,0,0,0,0,1,0,0,0
"lose info",0,0,0,0,0,0,1,0,0
"losing device",1,0,0,0,0,0,0,0,0
"losing speech",0,0,0,0,0,1,0,0,0
"loss son",0,0,0,0,0,0,0,0,1
"lost ability",0,0,0,0,0,0,0,0,1
"lots attribuites",0,0,0,0,1,0,0,0,0
"lots levels",0,0,0,0,0,0,0,1,0
